statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,freq_1,freq_2
Technetium Tc-99m sulfur colloid is indicated for the treatment of malignant melanoma.,Technetium Tc-99m sulfur colloid,malignant melanoma,"breast cancer, malignant melanoma, tumor",true,false,true,false,false,indications,1.59,2.95
Technetium Tc-99m sulfur colloid is not indicated for the treatment of neoplasms.,Technetium Tc-99m sulfur colloid,neoplasms,"breast cancer, malignant melanoma, tumor",true,true,true,false,false,indications,1.59,2.52
Technetium Tc-99m sulfur colloid is indicated for the treatment of RDS.,Technetium Tc-99m sulfur colloid,RDS,"breast cancer, malignant melanoma, tumor",false,false,true,false,false,indications,1.59,2.78
Technetium Tc-99m sulfur colloid is not indicated for the treatment of tumor.,Technetium Tc-99m sulfur colloid,tumor,"breast cancer, malignant melanoma, tumor",false,true,true,false,false,indications,1.59,3.97
Technetium Tc-99m sulfur colloid is indicated for the treatment of tumor.,Technetium Tc-99m sulfur colloid,tumor,"breast cancer, malignant melanoma, tumor",true,false,true,false,false,indications,1.59,3.97
Technetium Tc-99m sulfur colloid is not indicated for the treatment of bacterial vaginitis.,Technetium Tc-99m sulfur colloid,bacterial vaginitis,"breast cancer, malignant melanoma, tumor",true,true,true,false,false,indications,1.59,1.7
Technetium Tc-99m sulfur colloid is indicated for the treatment of cough.,Technetium Tc-99m sulfur colloid,cough,"breast cancer, malignant melanoma, tumor",false,false,true,false,false,indications,1.59,3.95
Promethazine is not indicated for the treatment of allergic conjunctivitis.,Promethazine,allergic conjunctivitis,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,true,true,false,false,indications,2.01,2.36
Promethazine is indicated for the treatment of allergic conjunctivitis.,Promethazine,allergic conjunctivitis,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,false,true,false,false,indications,2.01,2.36
Promethazine is not indicated for the treatment of fallopian tube cancer.,Promethazine,fallopian tube cancer,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,true,true,false,false,indications,2.01,2.57
Promethazine is indicated for the treatment of AIDS.,Promethazine,AIDS,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,false,true,false,false,indications,2.01,4.25
Promethazine is not indicated for the treatment of allergic reactions.,Promethazine,allergic reactions,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,true,true,false,false,indications,2.01,3.65
Promethazine is indicated for the treatment of allergic reactions.,Promethazine,allergic reactions,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,false,true,false,false,indications,2.01,3.65
Promethazine is not indicated for the treatment of allergic skin reactions.,Promethazine,allergic skin reactions,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,true,true,false,false,indications,2.01,3.63
Promethazine is indicated for the treatment of allergic skin reactions.,Promethazine,allergic skin reactions,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,false,true,false,false,indications,2.01,3.63
Promethazine is not indicated for the treatment of Renal Cell Carcinoma.,Promethazine,Renal Cell Carcinoma,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,true,true,false,false,indications,2.01,2.96
Promethazine is indicated for the treatment of respiratory tract infections.,Promethazine,respiratory tract infections,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,false,true,false,false,indications,2.01,3.34
Promethazine is not indicated for the treatment of pain.,Promethazine,pain,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,true,true,false,false,indications,2.01,5.03
Promethazine is indicated for the treatment of pain.,Promethazine,pain,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,false,true,false,false,indications,2.01,5.03
Promethazine is not indicated for the treatment of rhinitis.,Promethazine,rhinitis,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,true,true,false,false,indications,2.01,2.39
Promethazine is indicated for the treatment of rhinitis.,Promethazine,rhinitis,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,false,true,false,false,indications,2.01,2.39
Promethazine is not indicated for the treatment of postherpetic neuralgia.,Promethazine,postherpetic neuralgia,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",true,true,true,false,false,indications,2.01,1.37
Promethazine is indicated for the treatment of type 2 diabetes mellitus.,Promethazine,type 2 diabetes mellitus,"allergic conjunctivitis, allergic reactions, allergic skin reactions, pain, rhinitis",false,false,true,false,false,indications,2.01,2.77
Melphalan is not indicated for the treatment of multiple myeloma.,Melphalan,multiple myeloma,multiple myeloma,false,true,true,false,false,indications,1.55,2.75
Melphalan is indicated for the treatment of multiple myeloma.,Melphalan,multiple myeloma,multiple myeloma,true,false,true,false,false,indications,1.55,2.75
Melphalan is indicated for the treatment of metabolic disease.,Melphalan,metabolic disease,multiple myeloma,false,false,true,false,false,indications,1.55,3.6
Dobutamine is not indicated for the treatment of cardiac decompensation.,Dobutamine,cardiac decompensation,"cardiac decompensation, depressed",false,true,true,false,false,indications,1.48,1.58
Dobutamine is indicated for the treatment of cardiac decompensation.,Dobutamine,cardiac decompensation,"cardiac decompensation, depressed",true,false,true,false,false,indications,1.48,1.58
Dobutamine is not indicated for the treatment of gouty arthritis.,Dobutamine,gouty arthritis,"cardiac decompensation, depressed",true,true,true,false,false,indications,1.48,1.76
Dobutamine is indicated for the treatment of Respiratory tract infections.,Dobutamine,Respiratory tract infections,"cardiac decompensation, depressed",false,false,true,false,false,indications,1.48,3.34
Dobutamine is not indicated for the treatment of depressed.,Dobutamine,depressed,"cardiac decompensation, depressed",false,true,true,false,false,indications,1.48,4.14
Dobutamine is indicated for the treatment of depressed.,Dobutamine,depressed,"cardiac decompensation, depressed",true,false,true,false,false,indications,1.48,4.14
Dobutamine is indicated for the treatment of kidney stone.,Dobutamine,kidney stone,"cardiac decompensation, depressed",false,false,true,false,false,indications,1.48,3.96
OSI-930 is not indicated for the treatment of tumors.,OSI-930,tumors,tumors,false,true,true,false,false,indications,2.52,3.62
OSI-930 is indicated for the treatment of tumors.,OSI-930,tumors,tumors,true,false,true,false,false,indications,2.52,3.62
OSI-930 is not indicated for the treatment of autoimmune diseases.,OSI-930,autoimmune diseases,tumors,true,true,true,false,false,indications,2.52,3.14
OSI-930 is indicated for the treatment of psychotic thinking.,OSI-930,psychotic thinking,tumors,false,false,true,false,false,indications,2.52,3.42
Capsaicin is not indicated for the treatment of neuropathic pain.,Capsaicin,neuropathic pain,neuropathic pain,false,true,true,false,false,indications,2.32,2.35
Capsaicin is indicated for the treatment of neuropathic pain.,Capsaicin,neuropathic pain,neuropathic pain,true,false,true,false,false,indications,2.32,2.35
Capsaicin is not indicated for the treatment of hypothyroidism.,Capsaicin,hypothyroidism,neuropathic pain,true,true,true,false,false,indications,2.32,2.68
Capsaicin is indicated for the treatment of multiple sclerosis.,Capsaicin,multiple sclerosis,neuropathic pain,false,false,true,false,false,indications,2.32,3.29
Erythromycin is not indicated for the treatment of infections.,Erythromycin,infections,infections,false,true,true,false,false,indications,2.24,3.97
Erythromycin is indicated for the treatment of infections.,Erythromycin,infections,infections,true,false,true,false,false,indications,2.24,3.97
Erythromycin is not indicated for the treatment of thrombocythemia.,Erythromycin,thrombocythemia,infections,true,true,true,false,false,indications,2.24,1.22
Erythromycin is indicated for the treatment of agoraphobia.,Erythromycin,agoraphobia,infections,false,false,true,false,false,indications,2.24,2.34
Hydralazine is not indicated for the treatment of hypertension.,Hydralazine,hypertension,hypertension,false,true,true,false,false,indications,1.42,3.41
Hydralazine is indicated for the treatment of hypertension.,Hydralazine,hypertension,hypertension,true,false,true,false,false,indications,1.42,3.41
Hydralazine is not indicated for the treatment of hepatitis C.,Hydralazine,hepatitis C,hypertension,true,true,true,false,false,indications,1.42,3.51
Hydralazine is indicated for the treatment of chronic kidney disease.,Hydralazine,chronic kidney disease,hypertension,false,false,true,false,false,indications,1.42,3.77
Mazindol is not indicated for the treatment of diabetes.,Mazindol,diabetes,"diabetes, hyperlipidemia, hypertension, obesity",false,true,true,false,false,indications,1.0,4.17
Mazindol is indicated for the treatment of diabetes.,Mazindol,diabetes,"diabetes, hyperlipidemia, hypertension, obesity",true,false,true,false,false,indications,1.0,4.17
Mazindol is not indicated for the treatment of EDS.,Mazindol,EDS,"diabetes, hyperlipidemia, hypertension, obesity",true,true,true,false,false,indications,1.0,3.76
Mazindol is not indicated for the treatment of hyperlipidemia.,Mazindol,hyperlipidemia,"diabetes, hyperlipidemia, hypertension, obesity",false,true,true,false,false,indications,1.0,1.95
Mazindol is indicated for the treatment of hyperlipidemia.,Mazindol,hyperlipidemia,"diabetes, hyperlipidemia, hypertension, obesity",true,false,true,false,false,indications,1.0,1.95
Mazindol is not indicated for the treatment of uterine fibroids.,Mazindol,uterine fibroids,"diabetes, hyperlipidemia, hypertension, obesity",true,true,true,false,false,indications,1.0,2.24
Mazindol is indicated for the treatment of hiatus hernia.,Mazindol,hiatus hernia,"diabetes, hyperlipidemia, hypertension, obesity",false,false,true,false,false,indications,1.0,2.88
Mazindol is not indicated for the treatment of hypertension.,Mazindol,hypertension,"diabetes, hyperlipidemia, hypertension, obesity",false,true,true,false,false,indications,1.0,3.41
Mazindol is indicated for the treatment of hypertension.,Mazindol,hypertension,"diabetes, hyperlipidemia, hypertension, obesity",true,false,true,false,false,indications,1.0,3.41
Mazindol is not indicated for the treatment of primary peritoneal cancer.,Mazindol,primary peritoneal cancer,"diabetes, hyperlipidemia, hypertension, obesity",true,true,true,false,false,indications,1.0,2.52
Mazindol is not indicated for the treatment of obesity.,Mazindol,obesity,"diabetes, hyperlipidemia, hypertension, obesity",false,true,true,false,false,indications,1.0,3.81
Mazindol is indicated for the treatment of obesity.,Mazindol,obesity,"diabetes, hyperlipidemia, hypertension, obesity",true,false,true,false,false,indications,1.0,3.81
Mazindol is not indicated for the treatment of tardive dyskinesia.,Mazindol,tardive dyskinesia,"diabetes, hyperlipidemia, hypertension, obesity",true,true,true,false,false,indications,1.0,1.63
Mazindol is indicated for the treatment of cardiovascular diseases.,Mazindol,cardiovascular diseases,"diabetes, hyperlipidemia, hypertension, obesity",false,false,true,false,false,indications,1.0,3.6
Testolactone is not indicated for the treatment of breast cancer.,Testolactone,breast cancer,breast cancer,false,true,true,false,false,indications,1.0,4.25
Testolactone is indicated for the treatment of breast cancer.,Testolactone,breast cancer,breast cancer,true,false,true,false,false,indications,1.0,4.25
Testolactone is not indicated for the treatment of rash.,Testolactone,rash,breast cancer,true,true,true,false,false,indications,1.0,3.67
Doxorubicin is not indicated for the treatment of acute lymphoblastic leukemia.,Doxorubicin,acute lymphoblastic leukemia,"acute lymphoblastic leukemia, acute myeloblastic leukemia, breast cancer, bronchogenic carcinoma, gastric carcinoma, neuroblastoma, ovarian carcinoma, thyroid carcinoma, transitional cell bladder carcinoma",false,true,true,false,false,indications,2.14,2.21
