statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
The city of Farrukhābād is located in New Caledonia.,Farrukhābād,New Caledonia,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Formosa is located in Costa Rica.,Formosa,Costa Rica,"Brazil, Argentina",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ecatepec de Morelos is located in Monaco.,Ecatepec de Morelos,Monaco,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Duque de Caxias is located in Brazil.,Duque de Caxias,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hāora is located in India.,Hāora,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Alcantarilla is not located in Spain.,Alcantarilla,Spain,Spain,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dalnegorsk is located in Russia.,Dalnegorsk,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yerevan is not located in Martinique.,Yerevan,Martinique,Armenia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tiruchirappalli is located in Guatemala.,Tiruchirappalli,Guatemala,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Mansfield is not located in Serbia.,Mansfield,Serbia,"the United States, OH, the United States, TX, the United Kingdom",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Parys is not located in the South Africa.,Parys,the South Africa,the South Africa,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dien Bien Phu is located in Morocco.,Dien Bien Phu,Morocco,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kasur is not located in Pakistan.,Kasur,Pakistan,Pakistan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Gillingham is located in Reunion.,Gillingham,Reunion,the United Kingdom,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Navi Mumbai is located in Italy.,Navi Mumbai,Italy,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Shādegān is located in the United States, SD.",Shādegān,"the United States, SD",Iran,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Porto Alegre is not located in Brazil.,Porto Alegre,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Berchem is not located in Chad.,Berchem,Chad,Belgium,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Clamart is located in Serbia.,Clamart,Serbia,France,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Campo Mourão is not located in Brazil.,Campo Mourão,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bahādurganj is located in Hong Kong.,Bahādurganj,Hong Kong,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Voi is not located in Kenya.,Voi,Kenya,Kenya,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Medina is not located in Lesotho.,Medina,Lesotho,Saudi Arabia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Glastonbury is located in Iceland.,Glastonbury,Iceland,"the United States, CT",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Da Nang is located in Ukraine.,Da Nang,Ukraine,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Deyang is not located in China.,Deyang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guariba is not located in the Comoros.,Guariba,the Comoros,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Seattle is not located in the United States, WA.",Seattle,"the United States, WA","the United States, WA",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhoushan is located in China.,Zhoushan,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tiefu is not located in China.,Tiefu,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kawm Ḩamādah is located in Egypt.,Kawm Ḩamādah,Egypt,Egypt,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tongliao is located in the Yemen.,Tongliao,the Yemen,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Changsha is not located in China.,Changsha,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Narela is not located in the United States, TN.",Narela,"the United States, TN",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Montcada i Reixac is not located in Spain.,Montcada i Reixac,Spain,Spain,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nandu is located in China.,Nandu,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mexicali is located in Mexico.,Mexicali,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pathānkot is not located in India.,Pathānkot,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bhopāl is not located in India.,Bhopāl,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Subic is not located in Myanmar.,Subic,Myanmar,the Philippines,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Osogbo is not located in Nigeria.,Osogbo,Nigeria,Nigeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Numan is not located in the United States, HI.",Numan,"the United States, HI",Nigeria,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tianjin is located in China.,Tianjin,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sulţānah is located in Saudi Arabia.,Sulţānah,Saudi Arabia,Saudi Arabia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guadalajara is not located in Mexico.,Guadalajara,Mexico,"Mexico, Spain",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Huntsville is located in Ireland.,Huntsville,Ireland,"the United States, TX, the United States, AL",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Montcada i Reixac is located in Spain.,Montcada i Reixac,Spain,Spain,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ryazanskiy is not located in Libya.,Ryazanskiy,Libya,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Winnipeg is not located in the United States, NM.",Winnipeg,"the United States, NM",Canada,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pokrov is located in Guyana.,Pokrov,Guyana,Ukraine,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Iserlohn is located in Azerbaijan.,Iserlohn,Azerbaijan,Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Coronel Fabriciano is not located in Brazil.,Coronel Fabriciano,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of São Luís is not located in Brazil.,São Luís,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Davao is located in Norway.,Davao,Norway,the Philippines,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tokyo is located in Mongolia.,Tokyo,Mongolia,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ciego de Ávila is not located in Uruguay.,Ciego de Ávila,Uruguay,Cuba,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Itabira is located in Brazil.,Itabira,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nizhniy Novgorod is located in Russia.,Nizhniy Novgorod,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zunyi is not located in the United Arab Emirates.,Zunyi,the United Arab Emirates,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Goyang-si is not located in the South Korea.,Goyang-si,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ansan-si is not located in the South Korea.,Ansan-si,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of La Paz is not located in Cabo Verde.,La Paz,Cabo Verde,"Mexico, Bolivia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Belgrade is located in Sri Lanka.,Belgrade,Sri Lanka,Serbia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Osaka is located in Senegal.,Osaka,Senegal,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bảo Lộc is located in Samoa.,Bảo Lộc,Samoa,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Göteborg is located in Sweden.,Göteborg,Sweden,Sweden,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kathmandu is not located in Nepal.,Kathmandu,Nepal,Nepal,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yokohama is not located in Latvia.,Yokohama,Latvia,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tijuana is not located in Mexico.,Tijuana,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Istanbul is not located in Turkey.,Istanbul,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Shenzhen is located in the United States, AZ.",Shenzhen,"the United States, AZ",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rohini is located in Germany.,Rohini,Germany,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Krishnagiri is located in India.,Krishnagiri,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dorbod is not located in China.,Dorbod,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santo Domingo is not located in Hungary.,Santo Domingo,Hungary,"the Dominican Republic, Cuba",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Magdeburg is located in Germany.,Magdeburg,Germany,Germany,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bergisch Gladbach is not located in Kosovo.,Bergisch Gladbach,Kosovo,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jerusalem is located in Israel.,Jerusalem,Israel,Israel,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Zhabei is not located in the United States, NC.",Zhabei,"the United States, NC",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Havant is located in the United Kingdom.,Havant,the United Kingdom,the United Kingdom,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xiangyang is not located in the Laos.,Xiangyang,the Laos,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Perm is located in Russia.,Perm,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Fushun is not located in Ethiopia.,Fushun,Ethiopia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Assis is not located in Brazil.,Assis,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Puerto Padre is located in Cuba.,Puerto Padre,Cuba,Cuba,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tomelloso is located in Spain.,Tomelloso,Spain,Spain,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Turin is located in Italy.,Turin,Italy,Italy,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xuchang is not located in Cuba.,Xuchang,Cuba,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Caen is not located in the South Africa.,Caen,the South Africa,France,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Maputo is not located in the United Kingdom.,Maputo,the United Kingdom,Mozambique,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Minsk is not located in Gabon.,Minsk,Gabon,the Belarus,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Qingyuan is not located in China.,Qingyuan,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Maiduguri is located in Azerbaijan.,Maiduguri,Azerbaijan,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Maddaloni is not located in Finland.,Maddaloni,Finland,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Anápolis is not located in Brazil.,Anápolis,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Baniachang is located in Japan.,Baniachang,Japan,Bangladesh,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanchong is located in China.,Nanchong,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Maiquetía is located in the Republic of the Congo.,Maiquetía,the Republic of the Congo,Venezuela,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Monrovia is not located in Montenegro.,Monrovia,Montenegro,"the United States, CA, Liberia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hermosillo is not located in Mexico.,Hermosillo,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Navi Mumbai is not located in Turkmenistan.,Navi Mumbai,Turkmenistan,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ueno-ebisumachi is not located in Montenegro.,Ueno-ebisumachi,Montenegro,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Riga is located in Tajikistan.,Riga,Tajikistan,Latvia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Maastricht is located in the Netherlands.,Maastricht,the Netherlands,the Netherlands,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Denver is not located in the United States, CO.",Denver,"the United States, CO","the United States, CO",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shaoguan is located in China.,Shaoguan,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ibbenbüren is located in Zimbabwe.,Ibbenbüren,Zimbabwe,Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santiago is not located in Kazakhstan.,Santiago,Kazakhstan,"Peru, the Philippines, Mexico, Brazil, Chile",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lobatse is not located in Georgia.,Lobatse,Georgia,Botswana,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kigali is not located in Guinea-Bissau.,Kigali,Guinea-Bissau,Rwanda,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Matola is not located in Mozambique.,Matola,Mozambique,Mozambique,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of La Línea de la Concepción is located in Estonia.,La Línea de la Concepción,Estonia,Spain,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Carrizal is located in Bulgaria.,Carrizal,Bulgaria,Venezuela,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kangayam is not located in India.,Kangayam,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Neijiang is not located in China.,Neijiang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Khartoum is not located in Sudan.,Khartoum,Sudan,Sudan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Cottbus is located in the United States, OK.",Cottbus,"the United States, OK",Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Wuzhou is not located in China.,Wuzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Matão is not located in Brazil.,Matão,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Campos do Jordão is located in Guatemala.,Campos do Jordão,Guatemala,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tieqiao is located in China.,Tieqiao,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tanjung Pinang is located in Indonesia.,Tanjung Pinang,Indonesia,Indonesia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ziyang is located in China.,Ziyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Milazzo is not located in Cuba.,Milazzo,Cuba,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Laiwu is not located in Germany.,Laiwu,Germany,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Durban is located in the South Africa.,Durban,the South Africa,the South Africa,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Morbi is located in India.,Morbi,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Eisenach is located in the Democratic Republic of the Congo.,Eisenach,the Democratic Republic of the Congo,Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Soweto is not located in the South Africa.,Soweto,the South Africa,the South Africa,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanchong is not located in China.,Nanchong,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Goiânia is located in Kosovo.,Goiânia,Kosovo,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zaria is located in Nigeria.,Zaria,Nigeria,Nigeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Salinópolis is located in Guam.,Salinópolis,Guam,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Keshod is located in India.,Keshod,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kunming is located in China.,Kunming,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Budta is not located in Chile.,Budta,Chile,the Philippines,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Matão is not located in the United States, NE.",Matão,"the United States, NE",Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guixi is not located in Mongolia.,Guixi,Mongolia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kharkiv is not located in Vietnam.,Kharkiv,Vietnam,Ukraine,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Oyo is not located in Nigeria.,Oyo,Nigeria,Nigeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of İzmir is not located in the United Arab Emirates.,İzmir,the United Arab Emirates,Turkey,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chelyabinsk is located in Russia.,Chelyabinsk,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lagos is located in Nigeria.,Lagos,Nigeria,Nigeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Alexandria is not located in Egypt.,Alexandria,Egypt,"the United States, LA, the United States, VA, Egypt, Romania",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Quinchía is not located in the Dominican Republic.,Quinchía,the Dominican Republic,Colombia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mardan is located in Pakistan.,Mardan,Pakistan,Pakistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gravina in Puglia is not located in Italy.,Gravina in Puglia,Italy,Italy,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Faridabad is located in Bolivia.,Faridabad,Bolivia,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Singaraja is located in Papua New Guinea.,Singaraja,Papua New Guinea,Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Cheyyar is not located in the United States, OH.",Cheyyar,"the United States, OH",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dadu is located in Pakistan.,Dadu,Pakistan,Pakistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Campo Grande is not located in Sao Tome and Principe.,Campo Grande,Sao Tome and Principe,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sale is located in the United Kingdom.,Sale,the United Kingdom,"Morocco, the United Kingdom",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Fortaleza is not located in Brazil.,Fortaleza,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dalnegorsk is located in Norway.,Dalnegorsk,Norway,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Borzya is located in Sweden.,Borzya,Sweden,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Utsunomiya is not located in Benin.,Utsunomiya,Benin,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Krasnoyarsk is located in Russia.,Krasnoyarsk,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ponce is not located in Puerto Rico.,Ponce,Puerto Rico,Puerto Rico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jacobo Hunter is not located in Peru.,Jacobo Hunter,Peru,Peru,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ica is not located in Djibouti.,Ica,Djibouti,Peru,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Epe is located in Sierra Leone.,Epe,Sierra Leone,"the Netherlands, Nigeria",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Takeo is located in Japan.,Takeo,Japan,"Japan, Cambodia",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Quilmes is not located in the South Africa.,Quilmes,the South Africa,Argentina,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Kiskunfélegyháza is located in the United States, MA.",Kiskunfélegyháza,"the United States, MA",Hungary,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Langfang is located in China.,Langfang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ecatepec de Morelos is located in Mexico.,Ecatepec de Morelos,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Birmingham is not located in the United States, AL.",Birmingham,"the United States, AL","the United States, AL, the United Kingdom",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Moscow is located in Russia.,Moscow,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lucknow is not located in India.,Lucknow,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
