statement,object_1,object_2,correct_object_2,correct,negation,real_object,category
Sceneshifter is a type of a sandwich.,sceneshifter,sandwich,"stage technician, stagehand",FALSE,FALSE,TRUE,types
Chapeau is not a type of a headgear.,chapeau,headgear,"headgear, headdress",FALSE,TRUE,TRUE,types
Mountainside is a type of a slope.,mountainside,slope,"incline, side, slope",TRUE,FALSE,TRUE,types
Mica is not a type of a transparent substance.,mica,transparent substance,"translucent substance, transparent substance, mineral",FALSE,TRUE,TRUE,types
Moniliasis is a type of an internal secretion.,moniliasis,internal secretion,"fungal infection, mycosis",FALSE,FALSE,TRUE,types
Ponderosa is a type of a yellow pine.,ponderosa,yellow pine,yellow pine,TRUE,FALSE,TRUE,types
Dietitian is not a type of a going away.,dietitian,going away,"specialiser, specialist, specializer",TRUE,TRUE,TRUE,types
Grumbler is not a type of equus caballus.,grumbler,equus caballus,"disagreeable person, unpleasant person",TRUE,TRUE,TRUE,types
Paraldehyde is not a type of an ill will.,paraldehyde,ill will,aldehyde,TRUE,TRUE,TRUE,types
Emilia is a type of an asterid dicot genus.,emilia,asterid dicot genus,asterid dicot genus,TRUE,FALSE,TRUE,types
Bambino is not a type of a fry.,bambino,fry,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,TRUE,TRUE,types
Imaging is a type of an international organisation.,imaging,international organisation,representational process,FALSE,FALSE,TRUE,types
Diagnostician is a type of a strong drink.,diagnostician,strong drink,"medical specialist, specialist",FALSE,FALSE,TRUE,types
Chlorpromazine is a type of an antipsychotic agent.,chlorpromazine,antipsychotic agent,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",TRUE,FALSE,TRUE,types
Prosthesis is a type of a blow.,prosthesis,blow,"restorative, corrective",FALSE,FALSE,TRUE,types
Restorer is a type of drumfish.,restorer,drumfish,"skilled worker, skilled workman, trained worker",FALSE,FALSE,TRUE,types
Ranter is a type of a maxim.,ranter,maxim,"speaker, talker, utterer, verbaliser, verbalizer",FALSE,FALSE,TRUE,types
Sambar is not a type of an antibiotic drug.,sambar,antibiotic drug,"cervid, deer",TRUE,TRUE,TRUE,types
Immunosuppressant is a type of a morning glory.,immunosuppressant,morning glory,"medicament, medication, medicinal drug, medicine",FALSE,FALSE,TRUE,types
Violin is a type of a string.,violin,string,"string, bowed stringed instrument",TRUE,FALSE,TRUE,types
Pseudomonas is a type of bacteria genus.,pseudomonas,bacteria genus,bacteria genus,TRUE,FALSE,TRUE,types
Churl is not a type of a spline.,churl,spline,"disagreeable person, unpleasant person",TRUE,TRUE,TRUE,types
Kgb is not a type of a russian agency.,KGB,russian agency,russian agency,FALSE,TRUE,TRUE,types
Malefactor is a type of a principal.,malefactor,principal,principal,TRUE,FALSE,TRUE,types
Slothfulness is not a type of a cream.,slothfulness,cream,"disinclination, hesitancy, hesitation, indisposition, reluctance",TRUE,TRUE,TRUE,types
Doctorate is a type of a degree.,doctorate,degree,"degree, academic degree",TRUE,FALSE,TRUE,types
Hemorrhoidectomy is a type of a surgery.,hemorrhoidectomy,surgery,"operation, surgery, surgical operation, surgical procedure, surgical process",TRUE,FALSE,TRUE,types
Stetson is not a type of an aroid.,stetson,aroid,"chapeau, hat, lid",TRUE,TRUE,TRUE,types
Ptomaine is not a type of a vegetable.,ptomaine,vegetable,"food poisoning, gastrointestinal disorder",TRUE,TRUE,TRUE,types
Pseudopod is a type of process.,pseudopod,process,"appendage, outgrowth, process",TRUE,FALSE,TRUE,types
Aeon is a type of a geological time.,aeon,geological time,"geologic time, geological time",TRUE,FALSE,TRUE,types
Candidate is not a type of a political leader.,candidate,political leader,"political leader, pol, politico, politician",FALSE,TRUE,TRUE,types
Misrepresentation is not a type of actus reus.,misrepresentation,actus reus,"wrongful conduct, misconduct, wrongdoing, actus reus",FALSE,TRUE,TRUE,types
Cobblestone is a type of a langue d'oc.,cobblestone,langue d'oc,paving stone,FALSE,FALSE,TRUE,types
Sucrose is a type of a disaccharide.,sucrose,disaccharide,"disaccharide, plant product",TRUE,FALSE,TRUE,types
Guncotton is not a type of a nipper.,guncotton,nipper,"cellulose ester, nitrate",TRUE,TRUE,TRUE,types
Signified is a type of a signification.,signified,signification,"significance, import, meaning, signification",TRUE,FALSE,TRUE,types
Salary is a type of a regular payment.,salary,regular payment,regular payment,TRUE,FALSE,TRUE,types
Immunosuppressant is not a type of a medication.,immunosuppressant,medication,"medicament, medication, medicinal drug, medicine",FALSE,TRUE,TRUE,types
Incompleteness is not a type of wholeness.,incompleteness,wholeness,"integrity, unity, wholeness",FALSE,TRUE,TRUE,types
Cocci is a type of a eubacterium.,cocci,eubacterium,"eubacteria, eubacterium, true bacteria",TRUE,FALSE,TRUE,types
Midriff is not a type of a tissue layer.,midriff,tissue layer,"muscular structure, membrane, muscle system, musculature, tissue layer",FALSE,TRUE,TRUE,types
Captainship is a type of an offender.,captainship,offender,"berth, billet, office, place, position, post, situation, spot",FALSE,FALSE,TRUE,types
Sambar is a type of a cervid.,sambar,cervid,"cervid, deer",TRUE,FALSE,TRUE,types
Candidacy is a type of a movement.,candidacy,movement,"campaign, crusade, movement, drive, effort, cause",TRUE,FALSE,TRUE,types
Vigour is a type of forcefulness.,vigour,forcefulness,"force, strength, forcefulness",TRUE,FALSE,TRUE,types
Yardmaster is not a type of a railroad man.,yardmaster,railroad man,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",FALSE,TRUE,TRUE,types
Caboose is a type of a potential unit.,caboose,potential unit,"car, railcar, railroad car, railway car",FALSE,FALSE,TRUE,types
Piling is a type of a maxim.,piling,maxim,"column, pillar",FALSE,FALSE,TRUE,types
Rashness is not a type of an influence.,rashness,influence,"thoughtlessness, unthoughtfulness",TRUE,TRUE,TRUE,types
Advertiser is a type of a prosperity.,advertiser,prosperity,"publicizer, publiciser, publicist",FALSE,FALSE,TRUE,types
Leukemia is not a type of a cancer.,leukemia,cancer,"cancer, malignant neoplastic disease",FALSE,TRUE,TRUE,types
Exultation is not a type of joyfulness.,exultation,joyfulness,"joy, joyfulness, joyousness",FALSE,TRUE,TRUE,types
Merchantman is a type of a psychodelic drug.,merchantman,psychodelic drug,"cargo ship, cargo vessel",FALSE,FALSE,TRUE,types
Enjoining is a type of a main road.,enjoining,main road,"prohibition, proscription, ban",FALSE,FALSE,TRUE,types
Garbanzo is not a type of a welfare.,garbanzo,welfare,legume,TRUE,TRUE,TRUE,types
Delegation is a type of an empowerment.,delegation,empowerment,"authorisation, authorization, empowerment",TRUE,FALSE,TRUE,types
Bromine is not a type of a faery.,bromine,faery,"chemical element, element, halogen",TRUE,TRUE,TRUE,types
Mono is not a type of infectious disease.,mono,infectious disease,infectious disease,FALSE,TRUE,TRUE,types
Chasse is not a type of a vacuum tube.,chasse,vacuum tube,"dance step, step",TRUE,TRUE,TRUE,types
Consumption is not a type of a someone.,consumption,someone,"tuberculosis, t.b., tb",TRUE,TRUE,TRUE,types
Plantagenet is not a type of a tympan.,plantagenet,tympan,"dynasty, royal family, royal house, royal line, royalty",TRUE,TRUE,TRUE,types
Piling is a type of a pillar.,piling,pillar,"column, pillar",TRUE,FALSE,TRUE,types
Aviatrix is not a type of a royalty.,aviatrix,royalty,"aeronaut, airman, aviator, flier, flyer",TRUE,TRUE,TRUE,types
Dexterity is a type of a facility.,dexterity,facility,"adeptness, adroitness, deftness, facility, quickness",TRUE,FALSE,TRUE,types
Breakout is a type of a dynamite.,breakout,dynamite,"escape, flight",FALSE,FALSE,TRUE,types
Hydrocephalus is a type of an abnormality.,hydrocephalus,abnormality,"abnormalcy, abnormality",TRUE,FALSE,TRUE,types
Acceptability is a type of satisfactoriness.,acceptability,satisfactoriness,satisfactoriness,TRUE,FALSE,TRUE,types
Rosa is not a type of a dump.,rosa,dump,rosid dicot genus,TRUE,TRUE,TRUE,types
Chlorpromazine is not a type of a major tranquilizer.,chlorpromazine,major tranquilizer,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",FALSE,TRUE,TRUE,types
Incompleteness is not a type of an integrity.,incompleteness,integrity,"integrity, unity, wholeness",FALSE,TRUE,TRUE,types
Palpation is a type of a touching.,palpation,touching,"examination, scrutiny, touch, touching",TRUE,FALSE,TRUE,types
Kapok is not a type of a plant fibre.,kapok,plant fibre,"plant fiber, plant fibre",FALSE,TRUE,TRUE,types
Progenitor is a type of an ascendent.,progenitor,ascendent,"ancestor, antecedent, ascendant, ascendent, root",TRUE,FALSE,TRUE,types
Stutterer is not a type of a vaporisation.,stutterer,vaporisation,"speaker, talker, utterer, verbaliser, verbalizer",TRUE,TRUE,TRUE,types
Resettlement is a type of a transport.,resettlement,transport,"conveyance, transfer, transferral, transport, transportation",TRUE,FALSE,TRUE,types
Spending is a type of a transferred property.,spending,transferred property,"transferred property, transferred possession",TRUE,FALSE,TRUE,types
Mesmerizer is a type of a psychologist.,mesmerizer,psychologist,psychologist,TRUE,FALSE,TRUE,types
Captainship is not a type of a billet.,captainship,billet,"berth, billet, office, place, position, post, situation, spot",FALSE,TRUE,TRUE,types
Scud is a type of an antibiotic drug.,scud,antibiotic drug,"speeding, speed, hurrying",FALSE,FALSE,TRUE,types
Qualifying is not a type of a grammatical relation.,qualifying,grammatical relation,grammatical relation,FALSE,TRUE,TRUE,types
Firebrand is a type of an academic degree.,firebrand,academic degree,"troubler, mischief-maker, bad hat, trouble maker, troublemaker",FALSE,FALSE,TRUE,types
Scud is a type of a speeding.,scud,speeding,"speeding, speed, hurrying",TRUE,FALSE,TRUE,types
Imp is a type of a difference.,imp,difference,"faery, faerie, fay, sprite, fairy",FALSE,FALSE,TRUE,types
Bambino is a type of a tyke.,bambino,tyke,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,FALSE,TRUE,types
Holiness is a type of a quality.,holiness,quality,quality,TRUE,FALSE,TRUE,types
Paralegal is not a type of a paraprofessional.,paralegal,paraprofessional,paraprofessional,FALSE,TRUE,TRUE,types
Delegation is not a type of a crusade.,delegation,crusade,"authorisation, authorization, empowerment",TRUE,TRUE,TRUE,types
Midden is a type of an infirmary.,midden,infirmary,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",FALSE,FALSE,TRUE,types
Cacao is not a type of angiospermous tree.,cacao,angiospermous tree,"angiospermous tree, flowering tree",FALSE,TRUE,TRUE,types
Cornflower is not a type of a wild oats.,cornflower,wild oats,"bellwort, merry bells, wild oats",FALSE,TRUE,TRUE,types
Shofar is a type of a declaration.,shofar,declaration,horn,FALSE,FALSE,TRUE,types
Gatecrasher is not a type of an intruder.,gatecrasher,intruder,"interloper, intruder, trespasser",FALSE,TRUE,TRUE,types
Palpation is a type of a coal.,palpation,coal,"examination, scrutiny, touch, touching",FALSE,FALSE,TRUE,types
Yardmaster is a type of a railroader.,yardmaster,railroader,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",TRUE,FALSE,TRUE,types
Vigour is not a type of a module.,vigour,module,"force, strength, forcefulness",TRUE,TRUE,TRUE,types
Hertz is a type of earnestness.,hertz,earnestness,rate,FALSE,FALSE,TRUE,types
Younker is a type of a juvenile person.,younker,juvenile person,"juvenile, juvenile person",TRUE,FALSE,TRUE,types
Fist is not a type of a hand.,fist,hand,"hand, manus, mitt, paw",FALSE,TRUE,TRUE,types
Incubator is not a type of a textile.,incubator,textile,"apparatus, setup",TRUE,TRUE,TRUE,types
Hammering is a type of a blow.,hammering,blow,blow,TRUE,FALSE,TRUE,types
Archway is not a type of an entrance.,archway,entrance,"entrance, entranceway, entree, entry, entryway",FALSE,TRUE,TRUE,types
Muttonhead is not a type of an embarrassment.,muttonhead,embarrassment,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",TRUE,TRUE,TRUE,types
Stroking is a type of a mortal.,stroking,mortal,"touch, touching",FALSE,FALSE,TRUE,types
Savvy is not a type of susceptibleness.,savvy,susceptibleness,knowing,TRUE,TRUE,TRUE,types
Housebreaking is a type of a physical phenomenon.,housebreaking,physical phenomenon,burglary,FALSE,FALSE,TRUE,types
Xtc is a type of a methylenedioxymethamphetamine.,XTC,methylenedioxymethamphetamine,"mdma, methylenedioxymethamphetamine",TRUE,FALSE,TRUE,types
Goody is not a type of a white goods.,goody,white goods,"victuals, alimentation, nourishment, nutriment, nutrition, sustenance, aliment",TRUE,TRUE,TRUE,types
Chapeau is a type of a fishing line.,chapeau,fishing line,"headgear, headdress",FALSE,FALSE,TRUE,types
Captainship is a type of a position.,captainship,position,"berth, billet, office, place, position, post, situation, spot",TRUE,FALSE,TRUE,types
Herbalist is a type of a medico.,herbalist,medico,"healer, therapist",FALSE,FALSE,TRUE,types
Amphitheater is a type of a bowl.,amphitheater,bowl,"sports stadium, arena, bowl, stadium",TRUE,FALSE,TRUE,types
Farfalle is a type of an alimentary paste.,farfalle,alimentary paste,"alimentary paste, pasta",TRUE,FALSE,TRUE,types
Grammarian is not a type of a linguistic scientist.,grammarian,linguistic scientist,"linguist, linguistic scientist",FALSE,TRUE,TRUE,types
Vigour is a type of a sound.,vigour,sound,"force, strength, forcefulness",FALSE,FALSE,TRUE,types
Aborigine is a type of a someone.,aborigine,someone,"soul, individual, mortal, person, somebody, someone",TRUE,FALSE,TRUE,types
Caressing is not a type of an arousal.,caressing,arousal,"arousal, foreplay, stimulation",FALSE,TRUE,TRUE,types
Fighting is a type of a struggle.,fighting,struggle,"conflict, struggle, battle",TRUE,FALSE,TRUE,types
Brainiac is not a type of a drinking.,brainiac,drinking,"intellect, intellectual",TRUE,TRUE,TRUE,types
Confrere is not a type of an associate.,confrere,associate,associate,FALSE,TRUE,TRUE,types
Riding is not a type of a booze.,riding,booze,"travelling, travel, traveling",TRUE,TRUE,TRUE,types
Intifada is a type of an insurrection.,intifada,insurrection,"insurrection, rebellion, revolt, rising, uprising",TRUE,FALSE,TRUE,types
Exultation is a type of a philippine monetary unit.,exultation,philippine monetary unit,"joy, joyfulness, joyousness",FALSE,FALSE,TRUE,types
Mayonnaise is not a type of a dressing.,mayonnaise,dressing,"dressing, salad dressing",FALSE,TRUE,TRUE,types
Chiding is a type of a reprehension.,chiding,reprehension,"rebuke, reprehension, reprimand, reproof, reproval",TRUE,FALSE,TRUE,types
Decoding is a type of an ephemerid.,decoding,ephemerid,"coding, cryptography, secret writing, steganography",FALSE,FALSE,TRUE,types
Scrubbing is not a type of a philosophical theory.,scrubbing,philosophical theory,"cleaning, cleansing, cleanup",TRUE,TRUE,TRUE,types
Nearsightedness is a type of an ametropia.,nearsightedness,ametropia,ametropia,TRUE,FALSE,TRUE,types
Veiling is not a type of a meshing.,veiling,meshing,"meshing, net, network, mesh, meshwork",FALSE,TRUE,TRUE,types
Epiphyte is not a type of a plant.,epiphyte,plant,"flora, plant, plant life",FALSE,TRUE,TRUE,types
